day,date_2026,learn_id,learn_topic,learn_headline,learn_truth,learn_icon,grow_id,grow_topic,grow_headline,grow_truth,grow_icon
257,2026-09-14,c765bdbf-db80-4054-9020-386efa2d089e,"Energy Moving Through Life","Energy flows through ecosystems from sun to producer to consumer to decomposer","Energy flows through ecosystems, diminishing at each level as some is lost as heat.",🌿,4d4f68cf-f044-47c6-aac0-f0cddde760e2,"Love","The Deepest Connection","The deepest connection",🌟
258,2026-09-15,642526d7-c574-4f20-8cfc-a7eac5d0024c,"Earth's Different Zones","Biomes are nature's neighborhoods—each one has its own residents and rules","Biomes are large regions with similar climate, plants, and animals—defined by temperature and rainfall.",🎭,8990c539-2c2c-40f8-9683-36f1f15d399d,"Belonging","Being Part of Something","Being part of something",🌟
259,2026-09-16,7eeb79a2-8336-47dd-9760-835a30a1dd16,"Why Variety Matters","Biodiversity is nature's insurance—more species means more resilience","Biodiversity provides resilience—ecosystems with more species are more stable and productive.",🦋,166e6bfb-01eb-4a71-8b57-6549934c9d92,"Identity","Who You Are","Who you are",🌟
260,2026-09-17,a514d2ae-9c83-402a-bc48-c3d4003d6097,"Outsiders Taking Over","Invasive species are ecological bullies—they take over because nothing stops them","Invasive species disrupt ecosystems because native species have no defenses against them.",🐻,5944fc36-ab3b-4013-bd89-3a83cdc50864,"Culture","Shared Meaning","Shared meaning",🌟
261,2026-09-18,c2baf89a-68fc-4a94-bf40-a38f1c77f61b,"Who Belongs Where","Native species evolved to fit their home—they belong there","Native species evolved in place over thousands of years, fitting into local food webs.",🦋,b631d1b0-1677-46b0-850a-9aeccf29cdc6,"History","Learning from the Past","Learning from the past",🌟
262,2026-09-19,7e0e022c-b99e-481b-bb7d-3d5860212ddf,"Animals That Hold It Together","Keystone species are ecological superstars—remove them and everything falls apart","Keystone species have outsized effects—remove them and the whole ecosystem changes.",🌱,ecc68796-0876-4823-9251-588f1e639dca,"Stories","Narrative Understanding","Narrative understanding",🌟
263,2026-09-20,28ffdfb9-e936-4b1e-a2d0-00d943d04343,"How Life Makes More Life","Every living thing came from another living thing—an unbroken chain","Reproduction passes genetic information to the next generation, ensuring life continues.",🌱,1f6b5c75-ea05-499f-ab56-f8e09ddecd95,"Art","Human Expression","Human expression",🌟
264,2026-09-21,023de807-a987-44aa-a1d3-db2e72e00628,"The Code of Life","DNA is a four-letter alphabet that writes the instructions for every living thing","Extinction happens when every member of a species dies.",🧬,042fa85d-9418-495e-bff9-ff36981c256d,"Play","Joy and Exploration","Joy and exploration",🌟
265,2026-09-22,b97c0aec-dc73-48fb-8de4-c5c18948b84f,"What You Get From Parents","DNA is a recipe—you got half from each parent, combined into you","Heredity passes traits from parents to offspring through DNA—the molecule of inheritance.",🧬,cf2489d1-7d3b-4180-b950-1a53257e3657,"Humor","Laughter and Perspective","Laughter and perspective",🌟
266,2026-09-23,8cc79900-efef-4991-aa2d-3eef7e2b0377,"Why Everyone's Different","Variation is why no two snowflakes or people are exactly the same","Variation within species provides raw material for evolution—no two individuals are identical.",🧬,3bd28dc2-f67b-47a7-b3d3-615619c952ca,"Spirituality","Transcendent Experience","Transcendent experience",🌟
267,2026-09-24,f8dbfb5e-9d08-42d5-92fe-46565aff484d,"How Nature Chooses","Every choice closes some doors and opens others—choosing is shaping your future","Natural selection favors traits that improve survival and reproduction in a given environment.",💀,0f92b311-5baa-431c-bd89-fd0610e4fc92,"Nature Connection","Relationship with the Living World","Relationship with the living world",🌟
268,2026-09-25,c9d18a96-501f-4a2f-bc95-30b1507068bf,"Animals Running Out of Time","Endangered species are warnings—they tell us something is wrong with their home","Endangered species face extinction unless humans intervene to protect them and their habitats.",🐼,ea25a32e-8234-435d-b1bb-eaf39e351c6e,"Time Perception","Experiencing Past, Present, Future","Experiencing past, present, future",🌟
269,2026-09-26,11b2b2a1-78ad-4914-a5c3-af2dbd695ae2,"Places Species Call Home","Conservation saves species today so they exist for tomorrow","Conservation protects species and habitats from destruction.",🌍,f4135264-0cec-4824-a00c-a657461ea39d,"Mortality","Knowing Life Is Finite","Knowing life is finite",🌟
270,2026-09-27,2952d59d-26b3-49c9-b0a0-e10696220b5b,"Stuff in the Wrong Place","Pollution is just stuff in the wrong place—every mess has a better location","Pollution is waste that harms the environment when it ends up in the wrong place.",🌎,ab596025-8e66-4048-b56b-96c57ec6f6b0,"Legacy","What You Leave Behind","What you leave behind",🌟
271,2026-09-28,14c869e1-c9ff-4b2c-a756-c3939d737985,"Things That Grow Back","Recycling closes the loop—turning waste back into resources","Renewable resources replenish themselves naturally—used wisely, they can last forever.",♻️,f6219e32-c975-4422-bc0f-56c4f40714ea,"Growth","Continuous Development","Continuous development",🌟
272,2026-09-29,3187d0a7-1a64-4067-8f9e-db853c6d6bc0,"Things That Run Out","Resources are limited—using them wisely is how civilizations survive","Renewable energy comes from sources that naturally replenish.",♻️,7cd4c24b-3578-4b43-86aa-ec2421e2b165,"Human Potential","What We're Capable Of","What we're capable of",🌟
273,2026-09-30,1984c294-edcf-43cf-9a0b-6693a630e336,"Power From the Sun","The sun sends Earth more energy in an hour than humanity uses in a year","Solar energy harvests the power of the sun that reaches Earth.",☀️,c1b8aab9-6eaa-4664-af16-5b019140367b,"Month in Review","Celebrating Humanity","Celebrating humanity",🌟
274,2026-10-01,2f3fcd97-89bc-4340-8bd6-c8b3441e972e,"How Leaves Feed the World","Every leaf is a solar panel—converting sunlight into food that feeds the world","Plants are the primary producers—they capture solar energy that powers nearly all life on Earth.",🌬️,74162376-e5b7-4af8-bded-32df49c756ac,"Digital Footprint","Everything Online Leaves Traces","Everything online leaves traces",🔒
275,2026-10-02,d15509c4-9597-44c9-94c9-71af8a73a0d7,"Energy From Falling Water","Water power has run mills and turbines for thousands of years","Hydropower uses flowing water to generate electricity.",💧,3287b85e-c1d9-4a95-9122-7514cb46c427,"Data as Currency","Your Information Has Value","Your information has value",🔒
276,2026-10-03,14771b81-4aa9-4097-8775-d17ced90a7fa,"Ancient Sunlight Stored","Fossil fuels are ancient sunlight—millions of years of solar energy stored underground","Fossil fuels are concentrated solar energy from millions of years ago, stored in ancient organisms.",🌍,8b81ee60-633f-4ad1-8d9d-dadfcd0d1eb5,"Who Has Your Data","Understanding Data Collection","Understanding data collection",🔒
277,2026-10-04,73b63b21-c1b8-4350-8dc7-c930f133fc0b,"Power From Splitting Atoms","Nuclear energy comes from splitting atoms—enormous power from tiny particles","Nuclear energy releases the binding force of atoms—enormous power from tiny amounts of matter.",🌦️,2136b528-0fda-43e2-b9c8-ab2e5a7aa06c,"How Data Is Used","From Personalization to Manipulation","From personalization to manipulation",🔒
278,2026-10-05,fb25b502-5002-45ea-aa05-db221d2cfd92,"Using Less Power","The cleanest energy is the energy you do not use","Energy efficiency gets more useful work from less energy—reducing waste and cost.",🌡️,f529be0e-a502-42e7-ab3b-e68776f811a9,"AI and Your Data","How AI Learns from You","How AI learns from you",🔒
279,2026-10-06,40cc4e3e-84ff-43cb-9bd9-39b9aadf0e16,"Making Less Trash","The best way to manage waste is to create less of it","The best way to handle waste is to create less of it—reduce before reuse before recycle.",💧,f1a1122a-bac2-4bd9-8e03-9d73a9997622,"Privacy Rights","What You're Entitled To","What you're entitled to",🔒
280,2026-10-07,93091284-27eb-4c69-b295-03a122fb6d19,"Using Things Again","Everything you throw away had to be made from something—reusing saves that effort","Reusing gives products multiple lives, saving the energy and materials of making new ones.",💨,1b95ba6e-0d7f-4c12-8455-238631deec80,"Privacy Settings","Taking Control","Taking control",🔒
281,2026-10-08,27e9ecc5-1b8a-47e6-b5f9-3fbcbeb6143b,"Turning Old Into New","Recycling turns yesterday's trash into tomorrow's resources","Goals turn vague wishes into specific targets you can work toward.",🎯,4e72a397-d39c-439b-abaf-d11ac0548437,"Strong Passwords","Basic Digital Security","Basic digital security",🔒
282,2026-10-09,350a652b-97a5-4353-acc0-56b335fbec63,"Food Becoming Soil","Composting turns food scraps back into soil—nature's recycling program","Composting returns organic matter to the soil, completing nature's nutrient cycle.",💭,c68551ef-21c7-40d0-84e7-e8aa49aaacb8,"Phishing and Scams","Recognizing Threats","Recognizing threats",🔒
283,2026-10-10,591736bd-c253-4fe2-a2e8-ad58487a6ee8,"Deciding What You Want","Goals turn vague wishes into specific targets","Goals give direction to effort—without a destination, any path seems as good as another.",☀️,c6048587-fd0d-4ee0-8e85-a4a0f2d7db2f,"Safe Sharing","What to Post, What to Keep Private","What to post, what to keep private",🔒
284,2026-10-11,94092882-e3a3-4a1f-85a2-79d9df4f3623,"Things You Do Without Thinking","Habits are decisions you made once and then stopped thinking about","Habits automate behavior, freeing mental energy for decisions that require conscious thought.",💪,028c928d-714a-4f45-9711-a20c74d6b947,"Reputation Online","Your Digital Identity","Your digital identity",🔒
285,2026-10-12,17f792d7-1064-4f79-94fe-9ebf06598539,"Getting Better on Purpose","Purpose is your reason for doing things—it turns routine into meaning","Deliberate practice improves performance by targeting weaknesses with focused repetition.",💪,b7b219ff-8707-43bf-ada4-d4279e3daa87,"Digital Wellness","Healthy Technology Use","Healthy technology use",🔒
286,2026-10-13,d52f7562-b6fe-42cc-b1bf-cfba3441ec19,"When Practice Becomes Skill","Learning changes your brain physically—new connections form when you practice","Learning is how we acquire new knowledge and skills.",🧠,8179eabe-2b51-463e-b202-119aea8c0f92,"Screen Time","Balance and Boundaries","Balance and boundaries",🔒
287,2026-10-14,ef10a9a4-b2ab-47a0-b04e-45a65897d1a5,"Learning From Getting It Wrong","Learning physically changes your brain—new connections form when you practice","Learning physically changes the brain, strengthening connections between neurons that fire together.",🌱,493474c5-93c8-4a09-b2cf-baff7a9a24fb,"Social Media","Benefits and Risks","Benefits and risks",🔒
288,2026-10-15,d399424d-32e1-4608-bedd-bb9727d36d88,"Information That Helps You Improve","Feedback is a mirror—it shows you what you cannot see yourself","Feedback is information about how your actions are being received.",🚀,7ded064f-30f4-439b-83b2-db0b5b52c2fb,"Online Communities","Finding Your People","Finding your people",🔒
289,2026-10-16,ff132649-2ac2-455e-9ca0-404f6d55c3d3,"Getting a Little Better Every Day","Getting 1% better daily adds up to 37 times better in a year","Improvement is the process of getting better over time.",🌟,4e0440dc-eb18-4419-8287-f5b65c7f0909,"Digital Citizenship","Being a Good Online Citizen","Being a good online citizen",🔒
290,2026-10-17,e9b7013e-64a1-4bfa-8cb2-1129a0477f7f,"Knowing a Lot About Something","Mastery takes 10,000 hours—or about 10 years of serious practice","Expertise develops through thousands of hours of practice, building deep knowledge in a domain.",🧑‍🏫,c798dbe9-4709-4f79-9b9c-f3f5d9d4bbeb,"Respect Online","Treating Others Well","Treating others well",🔒
291,2026-10-18,cbd52319-f663-4e2c-97bf-7cce0ac015d5,"Knowing What Not to Do","Observation is the first step of science—noticing what others overlook","Wisdom knows not just what to do, but when to act and when to refrain—judgment born of experience.",👁️,0d4fe5b6-730b-4459-9d15-d715a0445921,"Cyberbullying","Recognizing and Responding","Recognizing and responding",🔒
292,2026-10-19,f7dc5a9a-1c00-4c74-b1e7-3fa2a5a25828,"Different Ways of Being Smart","There are many ways to be smart—school only measures a few of them","Intelligence takes many forms—some people excel at words, others at numbers, patterns, or people.",🧪,68f311fb-e5b5-4f01-85e6-a51a6f5038f7,"Misinformation Online","Navigating False Information","Navigating false information",🔒
293,2026-10-20,1976588b-10fd-4739-bb74-43c7aecb8b27,"Natural Abilities and Practice","Practice is not about perfection—it is about getting better each time","Deliberate practice improves performance by targeting weaknesses with focused repetition.",🧪,b0f64efd-bd65-44d5-8028-93825f333470,"Echo Chambers","Avoiding Filter Bubbles","Avoiding filter bubbles",🔒
294,2026-10-21,02176ff8-8485-4216-ad2b-1119170ad339,"How We Know What's True","Data is raw information—it only becomes knowledge when you analyze it","Knowledge emerges when evidence is tested, questioned, and confirmed by multiple sources.",🔍,da4408f6-e160-41ae-940e-1538423c4554,"Digital Literacy","Essential Online Skills","Essential online skills",🔒
295,2026-10-22,09f207d2-d799-42a6-8a73-d017518cc928,"Guesses You Can Test","A hypothesis is an educated guess—science is just guessing and checking","A hypothesis is a testable prediction—science advances by trying to prove itself wrong.",🤔,522b3e79-474c-40d1-a501-2b2cca07421d,"Platform Awareness","How Social Platforms Work","How social platforms work",🔒
296,2026-10-23,daa4b9e7-e335-483f-b8fe-3f560ace3d0f,"Asking Nature Questions","Science is asking nature questions and actually listening to the answers","Experiments ask nature questions by changing one thing and observing what happens.",🔍,89e3eed8-ecc1-4d31-a021-c4d614dd211a,"Algorithm Awareness","How Recommendations Work","How recommendations work",🔒
297,2026-10-24,7b7657c9-7d37-45be-a287-b1bd8d311ee9,"Seeing on Purpose","Observation is seeing on purpose—noticing what you were looking for","Scientific observation is seeing with intention—noticing details that casual looking misses.",🔍,cdd9f4ab-a69a-4c2d-bcb1-314dcffc2ac5,"Advertising Awareness","Recognizing Paid Content","Recognizing paid content",🔒
298,2026-10-25,534ccb88-b793-42a6-8d56-277df29218c6,"What the Evidence Means","Evidence is what separates opinions from facts","Analysis extracts meaning from data—finding patterns and relationships in observations.",🗂️,1908ed4c-7878-4c89-8900-0bed96e44572,"Consent Online","Agreeing to Terms You Understand","Agreeing to terms you understand",🔒
299,2026-10-26,4d348cf2-58c2-471f-b396-1378e2764252,"Explanations That Keep Working","A scientific theory is not a guess—it is an explanation that keeps working","Scientific theories are explanations that have survived repeated testing—reliable but always revisable.",📏,efa601cd-3569-43fc-abfd-e80d955c6299,"Right to Be Forgotten","Removing Digital History","Removing digital history",🔒
300,2026-10-27,cc4b3a94-14bd-4a83-aa2e-b2b6983a52b8,"Rules Nature Always Follows","Nature follows patterns so consistent that we call them laws","Natural laws are patterns that never break—they describe how the universe consistently works.",🤔,8192260c-b231-4c10-a4ad-9e194a8a578b,"Data Ownership","Who Owns Your Information","Who owns your information",🔒
301,2026-10-28,6445d0c1-4f58-4c28-b4e3-888a6d58b23d,"How Likely Things Are","Probability is math for uncertainty—knowing how likely unlikely things are","Probability measures uncertainty—how likely something is to happen out of all possibilities.",🧼,6946d9ef-5c72-4923-aeda-62be203dbb74,"Privacy Advocacy","Protecting Collective Privacy","Protecting collective privacy",🔒
302,2026-10-29,bafbb2a9-e549-4d17-b3ca-eee20ec57b19,"Finding Patterns in Numbers","Patterns are predictions—when you see a pattern, you know what comes next","Statistics reveals patterns in data that would be invisible in individual observations.",🍎,9f786de6-ed0c-410e-821f-6c5a07a8e041,"The Future of Privacy","Where Things Are Heading","Where things are heading",🔒
303,2026-10-30,0e7dfe56-d993-4fe0-8c7a-1c19af109373,"Why Moving Matters","Your body was built to move—sitting still is what it was never designed for","Exercise maintains the body's systems—use it or lose it applies to muscles, bones, and brain.",💪,e3c00e64-4fdb-4a76-a015-a9cea7bb28f2,"Privacy Balance","Sharing vs Protecting","Sharing vs protecting",🔒
304,2026-10-31,6e360162-7d2e-4195-89eb-271096be40c5,"Building Stronger Muscles","Muscles grow when you damage them slightly—rest is when they rebuild stronger","Muscles grow stronger by being stressed and then recovering—progressive overload drives adaptation.",😴,d9ad166b-f778-47fd-9237-b88c6e53ca24,"Month in Review","Digital Citizenship in Practice","Digital citizenship in practice",🔒
305,2026-11-01,8485b303-5ec6-4e88-8dd5-73e9ae08d117,"Going Longer Without Stopping","Endurance is not about being fast—it is about not stopping","Endurance improves as the body becomes more efficient at delivering oxygen and using fuel.",🧘,dc93f655-731e-413b-8e0f-c4a1852ea714,"Learning Never Stops","Lifelong Learning as a Way of Life","Lifelong learning as a way of life",🚀
306,2026-11-02,47737b51-8af2-43e0-9745-7012f1ebf687,"Bending Without Breaking","Flexibility prevents breaks—in bodies and in plans","Flexibility allows joints to move through their full range—it decreases with disuse.",🧘,a1e9e380-c931-4c56-958e-9ab2de328f87,"Change as Constant","Adapting to New Realities","Adapting to new realities",🚀
307,2026-11-03,0c90d820-ce06-4c07-b75d-eb37eb4450fc,"Brain and Body Working Together","Your brain and body talk constantly—millions of signals every second","Coordination links sensation and movement—the nervous system orchestrating muscles in time.",🧘,dbc490e6-11bd-4604-9c9c-fd185ddacec0,"Skills That Last","Capabilities That Transcend Technology","Capabilities that transcend technology",🚀
308,2026-11-04,01617531-c264-45a9-9769-20704333945b,"How Fast You Can Respond","Reaction time is the gap between sensing danger and acting—milliseconds can save your life","Reaction time is how quickly your brain can process a stimulus and initiate a response.",🧘,a23ec822-4f54-4646-98b3-2af141ee195f,"Skills That Evolve","Staying Current","Staying current",🚀
309,2026-11-05,72383415-f95f-4392-9964-750dee297ee2,"Why Water Keeps You Working","Your brain is 75% water—dehydration makes thinking harder before you feel thirsty","Water is essential for every body function—dehydration impairs performance before you feel thirsty.",🧘,c050801c-ff09-4276-9337-536f65dc7234,"Future of Work","How Jobs Are Changing","How jobs are changing",🚀
310,2026-11-06,806197fa-c68c-4ff5-9697-573a054e9651,"Preparing Your Body","Warming up tells your body: get ready, we are about to work hard","Warming up prepares the body for exertion—increasing blood flow and loosening muscles.",🤸,a60a0c8f-b169-4017-b245-007f394549a3,"Future of School","How Education Is Changing","How education is changing",🚀
311,2026-11-07,b1c6c942-1834-4bf1-9ad1-e694bfecc270,"How You Hold Your Body","How you hold your body affects how your body feels","Mental health is the state of your emotional and psychological wellbeing.",🧍,02aaf2c1-0190-4d5e-bd42-8faf0a342e77,"Self-Directed Learning","Taking Charge of Your Education","Taking charge of your education",🚀
312,2026-11-08,1cd9538d-1fa7-4bb6-8589-e81552295648,"Help Until Help Arrives","First aid is help until real help arrives—knowing what to do saves lives","First aid stabilizes injuries and prevents them from worsening until professional help arrives.",⛑️,e28f321e-3409-4b9b-b45c-7991db87d110,"Learning Resources","Where to Find Knowledge","Where to find knowledge",🚀
313,2026-11-09,728a154f-918e-4c22-b43e-0f371f8c6385,"Avoiding Things Going Wrong","Most accidents are preventable—safety is awareness before it is needed","Prevention costs less than treatment—avoiding problems is easier than fixing them.",🩹,5d536078-17c5-4e0e-a1e0-a3dc4b5e8608,"Learning Pathways","Different Routes to Mastery","Different routes to mastery",🚀
314,2026-11-10,49e397f4-303d-4458-8a8f-7f22207ece1c,"Ready Before It Happens","Emergency preparedness means thinking ahead when you have time","Being prepared reduces panic and improves outcomes during emergencies.",⛑️,d27d5bd1-6035-4eb3-a64c-a561fb6405f7,"Credentials and Learning","Degrees vs Skills","Degrees vs skills",🚀
315,2026-11-11,d79bd667-5a3c-4ebd-a8af-ad39e2021abb,"Weighing What Could Go Wrong","Risk is math with consequences—weighing what could happen against what you gain","Risk assessment weighs potential harm against potential benefit to guide decisions.",🔥,fae46a7e-6922-440a-851a-8161e2d6328d,"Portfolio Learning","Demonstrating Capabilities","Demonstrating capabilities",🚀
316,2026-11-12,d24b11f3-6b65-4ee0-b37a-6aa9a694615c,"Recognizing Real Threats","Water is more dangerous than most people realize—respect it","Recognizing real dangers while ignoring false alarms is essential to survival without constant fear.",🏊,4239c626-ace0-43fe-94f2-bd695c84166b,"Just-in-Time Learning","Learning When You Need It","Learning when you need it",🚀
317,2026-11-13,52de91d4-9ea8-417c-845e-0737072a298a,"Your Body's Alarm System","Fear is your brain's alarm system—it is trying to protect you","Fear is the body's alarm system—it evolved to protect us from genuine threats.",🛡️,8143dabd-a82b-4d93-b1b1-9fbfbc744375,"Deep Learning","Mastering a Subject","Mastering a subject",🚀
318,2026-11-14,b36fa5d0-7dbd-4a9f-b4ae-a54458f96e93,"Worry About What Hasn't Happened","Anxiety is fear of things that have not happened yet—and might never happen","Anxiety is fear about things that haven't happened yet—sometimes useful, often excessive.",🛡️,923d5562-554a-459b-afd4-6ae4d8e9a36d,"Broad Learning","Knowing a Little About a Lot","Knowing a little about a lot",🚀
319,2026-11-15,056b2552-6d34-4c17-88b7-a2540f179726,"Stopping Hurt Before It Starts","Bullying is about power, not conflict—stopping it requires changing power dynamics","Bullying uses power to intimidate—it harms both victims and bystanders who witness it.",🛡️,48b329c3-0899-4b6c-8bf0-b4cf06f39b1f,"T-Shaped Learning","Deep and Broad Together","Deep and broad together",🚀
320,2026-11-16,12319da0-45b2-46fe-adc0-6d547035eccc,"Asking and Respecting the Answer","Consent is asking—and accepting whatever answer you get","Consent must be freely given, clearly communicated, and can be withdrawn at any time.",🤝,097b147a-362d-47db-b8a9-bd7d83fc7492,"Learning Agility","Getting Better at Learning","Getting better at learning",🚀
321,2026-11-17,3c4f8007-98d7-4e14-ab3f-9d3b6ee8c491,"Where You End and Others Begin","Boundaries are invisible lines that protect your wellbeing","Boundaries define what you will and will not accept from others.",🛡️,1bec54d2-eb50-4a2d-b087-9b82b8688fed,"Unlearning","Letting Go of Outdated Knowledge","Letting go of outdated knowledge",🚀
322,2026-11-18,6f82632c-25ce-44ba-ba29-c20c71a6cc53,"What's Yours to Share","Privacy is deciding what parts of yourself you share and with whom","Online privacy requires intentional choices about what you share.",🔒,4e13f007-791b-4744-88a7-59428196de24,"Relearning","Updating Your Understanding","Updating your understanding",🚀
323,2026-11-19,5fd1dee8-7c6f-4d07-939d-64f1ea5493c7,"Who You Are","Identity is who you are when nobody is watching","Identity is who you understand yourself to be—shaped by experience, relationships, and choices.",👤,77a18d74-9da7-4125-b6d6-4c4f45f4481d,"Human-AI Learning","Learning with AI Partners","Learning with AI partners",🚀
324,2026-11-20,979abc98-d7ee-409c-b65c-c6a873e9e6eb,"Showing Who You Are","Identity is who you are when nobody is watching","Identity is who you understand yourself to be—shaped by experience, relationships, and choices.",🗣️,6b1a611f-6684-43c8-a4e4-69ec63267c87,"Personalized Learning","Tailored to You","Tailored to you",🚀
325,2026-11-21,d07a619f-6e2e-4890-bc25-8d9610d9b18a,"What Makes You You","Nobody in history has ever been exactly like you—that is your gift","Individuality is what makes you unique among all humans.",🌟,bf54a82a-1bbf-4897-84ec-654d4b594171,"Collaborative Learning","Learning with Others","Learning with others",🚀
326,2026-11-22,61540521-a290-4bc4-a834-77e53e782add,"Why Difference Matters","Diversity is not a problem to solve—it is a resource to use","Diversity means differences exist and those differences have value.",🌍,cc6909df-ac8e-41b4-9b5a-3128a7c408ee,"Experiential Learning","Learning by Doing","Learning by doing",🚀
327,2026-11-23,f4229be2-c510-451c-bba5-a9c1f0375f74,"Making Room for Everyone","Inclusion means everyone belongs—not just tolerates being there","Inclusion means everyone has a place and everyone's voice matters.",🤝,4a968ae1-a070-46f5-8396-b463809e136f,"Project-Based Learning","Learning Through Creation","Learning through creation",🚀
328,2026-11-24,764bf3ec-df8f-42fe-9e27-005bc3a1d073,"Feeling What Others Feel","Empathy is feeling what others feel—your heart has an imagination too","Equality gives everyone the same thing; equity gives everyone what they need.",⚖️,13bf97d3-2b32-4e4d-a95d-fc6d639a75bc,"Problem-Based Learning","Learning Through Challenges","Learning through challenges",🚀
329,2026-11-25,13f0162f-bb86-47bf-87e7-5939a7ad9628,"Caring That Becomes Action","Compassion is empathy with action—feeling plus doing something about it","Compassion combines feeling others' suffering with motivation to help relieve it.",⚖️,35eb9d5f-5ff7-44f8-b0e4-9945d8354a1f,"Learning from Failure","When Things Go Wrong","When things go wrong",🚀
330,2026-11-26,3ff9d7fc-fd3b-42b4-a043-5db38eb96d88,"What Everyone Deserves","Rights are not gifts—they are protections you have just for being human","Rights are protections all people deserve simply by being human—they are not earned.",⚖️,3ab35ee9-61fa-45ed-a979-9e299e3fcc10,"Learning from Success","When Things Go Right","When things go right",🚀
331,2026-11-27,d6d744e2-cddb-40c0-8884-8f8914198c18,"What You Owe Others","Duties are what you owe—rights come with responsibilities","Responsibilities are obligations we have to others and ourselves.",🔑,6e875756-605b-4e32-b619-d4866bdb50a4,"Learning Mindset","Approaching All of Life as Learning","Approaching all of life as learning",🚀
332,2026-11-28,8c441eea-c29c-4fa1-a861-b29e80d0b7e7,"Being Part of a Place","Citizenship is belonging to a place and taking responsibility for it","Citizenship is belonging to a nation and participating in its governance.",🗳️,0142ffae-8ab4-4846-9ce3-9209183936ed,"Teaching the Future","Preparing the Next Generation","Preparing the next generation",🚀
333,2026-11-29,3f13d1ed-2923-4d33-9dd7-b52be9a9f32a,"People Deciding Together","Democracy means the people decide—but only if they participate","Democracy is government by the people through voting and civic engagement.",🗳️,faac0452-1101-4d70-8c3d-0af307783c20,"Learning Goals","What Do You Want to Learn?","What do you want to learn?",🚀
334,2026-11-30,0a3b717e-2dfc-49f1-beeb-18c229c4f139,"Your Voice in Decisions","Every choice closes some doors and opens others—choosing is shaping your future","Voting is choosing representatives who make decisions on your behalf.",🗳️,935d1d70-29ff-4b0a-8a62-fddf2c29c5a6,"Month in Review","Learning for Life","Learning for life",🚀
335,2026-12-01,8dd06a43-800d-4fb4-a8af-594e0b49fc83,"How Groups Make Rules","Laws are agreements about how we will treat each other—written down so we remember","Laws are rules enforced by governments to maintain order and justice.",⚖️,3e893b5d-e258-458e-a063-c10a483c0063,"Year in Review Part 1","What You Learned About AI","What you learned about AI",🔮
336,2026-12-02,f108643d-00d4-4d88-9574-0b980d0ec363,"Rules Everyone Agrees On","A constitution is the rules about how rules are made","Constitutions are fundamental rules that govern how other rules are made and enforced.",🕊️,545dcaa0-c591-476d-9e9a-761a40f08e03,"Year in Review Part 2","What You Learned About Yourself","What you learned about yourself",🔮
337,2026-12-03,58ed683b-8848-4f30-bca0-1b53a1503381,"How People Trade","Trade made strangers into partners—you help me, I help you","Trade creates value by moving goods from where they are abundant to where they are needed.",🕊️,28e78262-07dc-4a6a-aedf-f0d785b2acce,"Year in Review Part 3","What You Learned About Learning","What you learned about learning",🔮
338,2026-12-04,75b0402e-e3d2-4dca-9f01-a4b09976cbf8,"How Money Works","Money is just a promise—a promise that someone else will accept it too","Money is a medium of exchange—it represents value that can be stored and transferred.",🤝,a9cadd8d-6647-4e36-b755-f5325936514f,"Connecting the Dots","How Everything Relates","How everything relates",🔮
339,2026-12-05,17b3651e-a545-4580-a196-277afa114d02,"Exchanging What You Have","Negotiation is the art of finding what both sides want enough","Exchange benefits both parties—each gives up something they value less for something they value more.",🤝,377a0f50-5f58-42b2-bac1-cf0d6fd23e73,"Your Knowledge Map","Visualizing What You Know","Visualizing what you know",🔮
340,2026-12-06,4be53daa-926d-4467-9c59-661202d76b3b,"Trading Time for Value","Work is trading time for value—time you cannot get back","Work trades time and effort for resources—the foundation of economic participation.",🤝,dab9ee74-82cf-4701-ae9d-0ae8c0a4720c,"Gaps and Growth","Where You Want to Go Next","Where you want to go next",🔮
341,2026-12-07,dbe10c86-d84d-4a85-9e50-ec37fb15be88,"Keeping for Later","Saving is paying your future self—money you do not spend now","Saving defers consumption to the future—building resources for later needs or opportunities.",🕊️,3f2ef992-61e9-4a4a-b016-201a0a8af49c,"Celebrating Progress","Acknowledging How Far You've Come","Acknowledging how far you've come",🔮
342,2026-12-08,22806063-475d-4667-9f20-85362d930d74,"Choosing What to Buy","Every purchase is a choice—no one can spend the same dollar twice","Spending decisions reveal what people truly value—money is concentrated choice.",❤️‍🩹,73ed20b8-6c44-4b27-8cd1-a99094ce8bc0,"Sharing What You Learned","Teaching Others","Teaching others",🔮
343,2026-12-09,23b17d13-87df-4546-8aac-7ea5c9740cea,"Sharing What We Have","Giving creates connections—it says I have enough to share","Generosity strengthens social bonds and often returns more than it costs.",🤝,a44ccd46-2ace-44dd-9fd0-3e8ba6364f87,"Gratitude for Teachers","Thanking Those Who Helped","Thanking those who helped",🔮
344,2026-12-10,68b9a838-13aa-42d6-ae93-af646c5898c9,"Accepting What's Given","Receiving gracefully is a skill—it lets others feel the joy of giving","Receiving gracefully honors the giver and completes the circuit of generosity.",🤝,9ffd50cc-07cd-460f-a9dc-302be886c17c,"You as a Teacher","How You've Helped Others","How you've helped others",🔮
345,2026-12-11,6822c246-7bb1-4b07-8008-6ff9b3e51561,"Noticing What's Good","Gratitude rewires the brain to notice what is good instead of what is missing","Attention to the positive increases both perception and experience of good things.",💔,b5320184-39dc-4d7d-a9cd-69ca68d4380f,"The Learning Community","We Learn Together","We learn together",🔮
